par_id,art_id,keyword,country_code,text,label
1702,@@30048268,vulnerable,gh,"Emotional expression is something that should not be condemned but rather , encouraged . Showing your man that you trust him enough to be vulnerable to him is something that will keep the two of you deeply in love . One of the best way to show him this is by sending him a powerful message of love . The poem below is a perfect example of how you can get this done .",0
5397,@@17584628,immigrant,ie,"Not like these damn immigrants , today .",0
3812,@@21825014,poor-families,hk,"The SFO payments are always delayed three or for months for the school fees . They force me to pay the school fee first , and then I can claim it back . I do n't have money to pay . I even got a letter from the school , saying my kid will be kicked out if I do n't pay . Can you imagine how stressful it is ? Some of my daughter 's classmate have already been kicked out . School fee is increasing every year and it is harder and harder for poor families to afford .",0
6546,@@4699795,vulnerable,bd,"ICCCAD remains a strong advocate of local initiatives and supports the concept of Community Based Adaptation ( CBA ) . Solutions developed at the local level have the best chance of being successful since it is the poorest living in areas prone to storms , floods , and droughts who are most vulnerable and best understand what needs to be done . This approach seeks to give these communities a voice since it is powerlessness as much as location that makes these communities vulnerable to climate change .",3
9200,@@24603203,women,nz,"A bittersweet exhibition with both a political and personal message honours the history of "" women 's work "" and a sad family story . "" Ninety "" features 90 textile works handstitched and dyed by Luggate artist Victoria Stevens -- one for every year her mother lived without a mother .",0
2871,@@4831420,in-need,ca,"NDP foreign affairs critic Paul Dewar accused the government of breaking from the international community as well as Canada 's own tradition of accepting those most in need of protection , no matter their backgrounds .",3
5796,@@21107457,poor-families,za,"Johannesburg Mayor Herman Mashaba 's violent campaign of evictions in the inner city has left hundreds of poor families displaced , killing at least two people last month . The evictions were carried out in apartheid-style raids , under the ploy of cleaning up the city centre and recovering illegally occupied buildings .",0
6866,@@1050324,homeless,in,"Dhubri/Kokrajhar : People rendered homeless due to clashes between Bodos and minority immigrants have alleged lack of sufficient food , drinking water and medicines in relief camps , a charge denied by authorities .",0
3691,@@25023856,poor-families,ke,The governor said the funds would be channelled to bursaries and scholarships for bright children from poor families .,0
4966,@@3293863,poor-families,sg,"The funds were channelled towards the construction of 15 homes for poor families in Gua Musang , Kelantan . Each furnished home comprises three bedrooms , a living room , a kitchen , a store room and toilet , and costs about S$20,000 .",0
661,@@19893235,hopeless,lk,"The common thieves then stole a crust of bread , the law came down upon the hungry heads ; the haughty land robber stole land with men resources and all contents . The first they said were a hopeless conviction . While they escaped the law by trick ; that grave , one-sided justice would not do -- the poor call for consideration , too . The cruel people started the unholy war , then from the line of action they kept far ; they pushed to the front sons of the poor , there to do battle , die , suffer galore , as the guns raged , liberty loans they raised , and in glorious tones , we sung freedom 's praise . Those who made wars should first went to the front , and of shot and shell bear there the brunt : In first lines of action they were all due , if to their country and people they were true : When this was demanded in right of all , there would have been no more deadly cannon balls : The downtrodden poor people of us joined together and prevented the Pakistani rulers our rights to purloin .",4
8083,@@148987,refugee,ca,"Other changes in Bill C-31 include reducing the time refugees have to submit their basis of claim to the Immigration and Refugee Board of Canada to 15 days after the initial claim they make upon entry . Hearings for refugees from designated countries of origin must be held within 45 days after a case is referred to the board , while other refugees have 60 days .",0
5163,@@25334621,vulnerable,ie,"PSNI chief constable George Hamilton said : "" Drew Harris has been driven by a commitment to protect the most vulnerable in our community .",4
4684,@@4540736,hopeless,pk,"While male prisoners in Pakistan also suffer , the female prisoners ' plight is truly worrying . Like male offenders , the majority of female offenders are poor . However , women enter the criminal justice system with a host of unique medical , psychological , and financial problems and needs that distinguish them from male offenders . Addiction , poverty , unemployment , physical and mental illness , physical and sexual abuse , and homelessness trap women in a cycle of hopelessness and crime . In particular , female offenders are often young mothers who face the additional trauma of threatened separation from their children .",3
